0		-1.000000		1418217502.147823		0		1418217502.115823		0.000000
1		-1.000000		1418217502.348071		0		1418217502.316071		0.000000
2		-1.000000		1418217502.615132		0		1418217502.583132		0.000000
3		-1.000000		1418217502.815239		0		1418217502.783239		0.000000
4		-1.000000		1418217503.048660		0		1418217503.016660		0.000000
5		-1.000000		1418217503.282244		0		1418217503.250244		0.000000
6		-1.000000		1418217503.515752		0		1418217503.483752		0.000000
7		-1.000000		1418217503.716024		0		1418217503.684024		0.000000
8		-1.000000		1418217503.949511		0		1418217503.917511		0.000000
9		-1.000000		1418217504.149728		0		1418217504.117728		0.000000
10		-1.000000		1418217504.383302		0		1418217504.351302		0.000000
11		-1.000000		1418217504.616782		0		1418217504.584782		0.000000
12		-1.000000		1418217504.817656		0		1418217504.785656		0.000000
13		-1.000000		1418217505.051732		0		1418217505.019732		0.000000
14		-1.000000		1418217505.285496		0		1418217505.253496		0.000000
15		-1.000000		1418217505.485724		0		1418217505.453724		0.000000
16		-1.000000		1418217505.752480		0		1418217505.720480		0.000000
17		-1.000000		1418217505.952533		0		1418217505.920533		0.000000
18		-1.000000		1418217506.186006		0		1418217506.154006		0.000000
19		-1.000000		1418217506.419445		0		1418217506.387445		0.000000
20		-1.000000		1418217506.619661		0		1418217506.587661		0.000000
21		-1.000000		1418217506.853359		0		1418217506.821358		0.000000
22		-1.000000		1418217507.086936		0		1418217507.054936		0.000000
23		-1.000000		1418217507.320500		0		1418217507.288500		0.000000
24		-1.000000		1418217507.587424		0		1418217507.555424		0.000000
25		-1.000000		1418217507.820824		0		1418217507.788824		0.000000
26		-1.000000		1418217508.054382		0		1418217508.022382		0.000000
27		-1.000000		1418217508.287987		0		1418217508.255987		0.000000
28		-1.000000		1418217508.554914		0		1418217508.522914		0.000000
29		-1.000000		1418217508.821792		0		1418217508.789792		0.000000
30		-1.000000		1418217509.055411		0		1418217509.023411		0.000000
31		-1.000000		1418217509.289034		0		1418217509.257034		0.000000
32		-1.000000		1418217509.555949		0		1418217509.523949		0.000000
33		-1.000000		1418217509.789493		0		1418217509.757493		0.000000
34		-1.000000		1418217510.023048		0		1418217509.991048		0.000000
35		-1.000000		1418217510.256510		0		1418217510.224510		0.000000
36		-1.000000		1418217510.490108		0		1418217510.458108		0.000000
37		-1.000000		1418217510.690387		0		1418217510.658387		0.000000
38		-1.000000		1418217511.090651		0		1418217511.058651		0.000000
39		-1.000000		1418217511.290884		0		1418217511.258884		0.000000
40		-1.000000		1418217511.524461		0		1418217511.492461		0.000000
41		-1.000000		1418217511.758044		0		1418217511.726044		0.000000
42		-1.000000		1418217511.958177		0		1418217511.926177		0.000000
43		-1.000000		1418217512.191635		0		1418217512.159635		0.000000
44		-1.000000		1418217512.458586		0		1418217512.426586		0.000000
45		-1.000000		1418217512.658767		0		1418217512.626766		0.000000
46		-1.000000		1418217512.959209		0		1418217512.927208		0.000000
47		-1.000000		1418217513.159355		0		1418217513.127355		0.000000
48		-1.000000		1418217513.392906		0		1418217513.360906		0.000000
49		-1.000000		1418217513.626469		0		1418217513.594469		0.000000
50		-1.000000		1418217513.860043		0		1418217513.828043		0.000000
51		-1.000000		1418217514.060172		0		1418217514.028172		0.000000
52		-1.000000		1418217514.293724		0		1418217514.261724		0.000000
53		-1.000000		1418217514.493921		0		1418217514.461921		0.000000
54		-1.000000		1418217514.727463		0		1418217514.695463		0.000000
55		-1.000000		1418217515.027716		0		1418217514.995716		0.000000
56		-1.000000		1418217515.261391		0		1418217515.229391		0.000000
57		-1.000000		1418217515.494835		0		1418217515.462835		0.000000
58		-1.000000		1418217515.728517		0		1418217515.696517		0.000000
59		-1.000000		1418217515.962084		0		1418217515.930084		0.000000
60		-1.000000		1418217516.228948		0		1418217516.196948		0.000000
61		-1.000000		1418217516.429121		0		1418217516.397121		0.000000
62		-1.000000		1418217516.662623		0		1418217516.630622		0.000000
63		-1.000000		1418217516.996283		0		1418217516.964283		0.000000
64		-1.000000		1418217517.229880		0		1418217517.197880		0.000000
65		-1.000000		1418217517.463475		0		1418217517.431475		0.000000
